Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Preston C.E.","56913834700;","Is the debate in common terms?",1935,"Science Education","19","1",,"14","16",,,"10.1002/sce.3730190106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818264&doi=10.1002%2fsce.3730190106&partnerID=40&md5=006e56964d976d0eaa6c1fd110d99be9","University of North Carolina, United States","Preston, C.E., University of North Carolina, United States",[No abstract available],,,,"Preston, C.E.; University of North CarolinaUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818264
"Horton R.E.","16050326100;","High‐school science—A foundation for science courses in college",1935,"Science Education","19","4",,"163","169",,,"10.1002/sce.3730190408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818714&doi=10.1002%2fsce.3730190408&partnerID=40&md5=3edd84ea70905d106afa417ecb4a505b","Seward Park High School, New York City, United States","Horton, R.E., Seward Park High School, New York City, United States",[No abstract available],,,,"Horton, R.E.; Seward Park High School, New York City, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818714
"Robertson M.L.","56913691300;","The selection of science principles suitable as goals of instruction in the elementary school",1935,"Science Education","19","2",,"65","70",,,"10.1002/sce.3730190205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812634&doi=10.1002%2fsce.3730190205&partnerID=40&md5=4035f6658f5d2d3db6e0e8d718b676c5","Colorado State Teachers College, Greeley, Colorado, United States","Robertson, M.L., Colorado State Teachers College, Greeley, Colorado, United States",[No abstract available],,,,"Robertson, M.L.; Colorado State Teachers College, Greeley, Colorado, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812634
"Deyoe G.P.","56914405400;","A consumer approach to science teaching",1935,"Science Education","19","3",,"95","103",,,"10.1002/sce.3730190302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825280&doi=10.1002%2fsce.3730190302&partnerID=40&md5=06c9411c2156fbfaf6b899ef37d28c94","State Teachers College, Platteville, Wisconsin, United States","Deyoe, G.P., State Teachers College, Platteville, Wisconsin, United States",[No abstract available],,,,"Deyoe, G.P.; State Teachers College, Platteville, Wisconsin, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825280
"Geier N.M.","56914331100;","On the approval for accreditment of college science laboratories",1935,"Science Education","19","1",,"19","23",,3,"10.1002/sce.3730190108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347215932&doi=10.1002%2fsce.3730190108&partnerID=40&md5=a074aca4afea2009b218081d19576905","Myerstown, Pennsylvania, United States","Geier, N.M., Myerstown, Pennsylvania, United States",[No abstract available],,,,"Geier, N.M., Myerstown, Pennsylvania, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-34347215932
"Brechbill H.","56914519600;","Status of college and university offerings in the teaching of science",1935,"Science Education","19","2",,"60","65",,,"10.1002/sce.3730190204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944821103&doi=10.1002%2fsce.3730190204&partnerID=40&md5=3a60146f032835325e3b5b491df59f04","University of Maryland, College Park, Maryland, United States","Brechbill, H., University of Maryland, College Park, Maryland, United States",[No abstract available],,,,"Brechbill, H.; University of Maryland, College Park, Maryland, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944821103
"Vinal W.G.","56914509900;","The value of nature leadership in camp as training for the teaching of elementary science",1935,"Science Education","19","1",,"16","19",,,"10.1002/sce.3730190107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944822020&doi=10.1002%2fsce.3730190107&partnerID=40&md5=1e15aa74622236e02042c76c45a94bc4","School of Education, Western Reserve University, United States","Vinal, W.G., School of Education, Western Reserve University, United States",[No abstract available],,,,"Vinal, W.G.; School of Education, Western Reserve UniversityUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944822020
"Koon C.M.","56914378800;","Films in science instruction",1935,"Science Education","19","1",,"12","13",,,"10.1002/sce.3730190105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944822026&doi=10.1002%2fsce.3730190105&partnerID=40&md5=6478d9425a116e703968f7749d3e439d","U S. Office of Education","Koon, C.M., U S. Office of Education",[No abstract available],,,,"Koon, C.M.; U S. Office of Education",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944822026
"Croxton W.C.","56914560300;","Major aims in science teaching",1935,"Science Education","19","4",,"149","152",,,"10.1002/sce.3730190403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944813051&doi=10.1002%2fsce.3730190403&partnerID=40&md5=9cc2f148c8a14bde822a7b5c9deae16c","State Teachers College, St. Cloud, Minnesota, United States","Croxton, W.C., State Teachers College, St. Cloud, Minnesota, United States",[No abstract available],,,,"Croxton, W.C.; State Teachers College, St. Cloud, Minnesota, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944813051
"Robertson M.L.","56913691300;","The selection of science principles suitable as goals of instruction in the elementary school",1935,"Science Education","19","1",,"1","4",,,"10.1002/sce.3730190102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817803&doi=10.1002%2fsce.3730190102&partnerID=40&md5=49275f1196be15c9cdfe5f641d8dd87d","Colorado State Teachers College, Greeley, Colorado, United States","Robertson, M.L., Colorado State Teachers College, Greeley, Colorado, United States",[No abstract available],,,,"Robertson, M.L.; Colorado State Teachers College, Greeley, Colorado, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817803
"Davis I.C.","56913852500;","The measurement of scientific attitudes",1935,"Science Education","19","3",,"117","122",,9,"10.1002/sce.3730190307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011038475&doi=10.1002%2fsce.3730190307&partnerID=40&md5=2768695a6314cbce96d6a2759083936d","University of Wisconsin, United States","Davis, I.C., University of Wisconsin, United States",[No abstract available],,,,"Davis, I.C.; University of WisconsinUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-0011038475
"Barnes C.W.","56913692700;","Criteria for the selection of science teaching materials",1935,"Science Education","19","4",,"152","157",,1,"10.1002/sce.3730190404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944813860&doi=10.1002%2fsce.3730190404&partnerID=40&md5=41631463cbaa360f31bb263b08bbf9fe","School of Education, New York University, United States","Barnes, C.W., School of Education, New York University, United States",[No abstract available],,,,"Barnes, C.W.; School of Education, New York UniversityUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944813860
"Bruce G.V.","56914034600;","Elementary school science reference and instructional materials",1935,"Science Education","19","4",,"172","177",,,"10.1002/sce.3730190410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944815382&doi=10.1002%2fsce.3730190410&partnerID=40&md5=7c2cdd2c0a9a8d61821140dc29b2b0d6","New Jersey State Teachers College, Newark, United States","Bruce, G.V., New Jersey State Teachers College, Newark, United States",[No abstract available],,,,"Bruce, G.V.; New Jersey State Teachers College, Newark, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944815382
"Anderson M.C.","56913579900;","A sixth‐grade unit in electricity",1935,"Science Education","19","3",,"112","116",,,"10.1002/sce.3730190306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814797&doi=10.1002%2fsce.3730190306&partnerID=40&md5=afaa04003b8a321a3f82e11e0ec88e47","Iowa State Teachers College, Cedar Falls, Iowa, United States","Anderson, M.C., Iowa State Teachers College, Cedar Falls, Iowa, United States",[No abstract available],,,,"Anderson, M.C.; Iowa State Teachers College, Cedar Falls, Iowa, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814797
"Shaw R.J.","56913649100;","A simple apparatus for demonstrating the action of the heart and circulation of the blood",1935,"Science Education","19","3",,"103","104",,,"10.1002/sce.3730190303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816709&doi=10.1002%2fsce.3730190303&partnerID=40&md5=2ff3e5fb47ed744d725427cd116db0b1","Zoology Department, University of Southern California, United States","Shaw, R.J., Zoology Department, University of Southern California, United States",[No abstract available],,,,"Shaw, R.J.; Zoology Department, University of Southern CaliforniaUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816709
"Bate L.F.","56914245100;","Orientation in chemistry",1935,"Science Education","19","4",,"170","172",,,"10.1002/sce.3730190409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944811621&doi=10.1002%2fsce.3730190409&partnerID=40&md5=fc88f7799ee840aacdf2716528dc12e2","Miner Teachers College, Washington, United States","Bate, L.F., Miner Teachers College, Washington, United States",[No abstract available],,,,"Bate, L.F.; Miner Teachers College, Washington, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944811621
"Fox T.D.","56913796500;","The discovery of better teaching techniques for general science",1935,"Science Education","19","1",,"9","12",,,"10.1002/sce.3730190104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944822025&doi=10.1002%2fsce.3730190104&partnerID=40&md5=9f4d1bd5e7e51e0a1c142ac8f310ad2b","J Sterling Morton High School, Cicero, Illinois, United States","Fox, T.D., J Sterling Morton High School, Cicero, Illinois, United States",[No abstract available],,,,"Fox, T.D.; J Sterling Morton High School, Cicero, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944822025
"Cunningham H.A.","56914047600;","How a national council of science teachers could encourage, promote, correlate and distribute the results of research in science teaching",1935,"Science Education","19","4",,"158","160",,1,"10.1002/sce.3730190405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819737&doi=10.1002%2fsce.3730190405&partnerID=40&md5=d3718a9cdb380d29b66ed22070d1d47f","Kent State University, Kent, Ohio, United States","Cunningham, H.A., Kent State University, Kent, Ohio, United States",[No abstract available],,,,"Cunningham, H.A.; Kent State University, Kent, Ohio, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819737
"Lumley E.D.","56914407700;","The teaching of conservation in high‐school biology",1935,"Science Education","19","4",,"161","162",,,"10.1002/sce.3730190406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944811983&doi=10.1002%2fsce.3730190406&partnerID=40&md5=797ebb3d5e09b9ae9b2aa9eb306bdb37","Great Falls High School, Great Falls, Montana, United States","Lumley, E.D., Great Falls High School, Great Falls, Montana, United States",[No abstract available],,,,"Lumley, E.D.; Great Falls High School, Great Falls, Montana, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944811983
"Clemensen J.W.","56914378300;","Vitalizing high‐school science through the learning process",1935,"Science Education","19","2",,"49","56",,,"10.1002/sce.3730190202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817485&doi=10.1002%2fsce.3730190202&partnerID=40&md5=46ac18ee46fd1a84c951bab38c7058ee","Garfield High School, Los Angeles, California, United States","Clemensen, J.W., Garfield High School, Los Angeles, California, United States",[No abstract available],,,,"Clemensen, J.W.; Garfield High School, Los Angeles, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817485
"Robinson W.A.","57197159479;","Rejoinder to article by E. E. Bayles on „Limitations of the morrison unit' (December, 1934, Issue)",1935,"Science Education","19","2",,"75","75",,,"10.1002/sce.3730190208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944822017&doi=10.1002%2fsce.3730190208&partnerID=40&md5=18cfd763d926017b84dd2ff161bbd243","The Atlanta University Laboratory School, Atlanta, Georgia","Robinson, W.A., The Atlanta University Laboratory School, Atlanta, Georgia",[No abstract available],,,,"Robinson, W.A.; The Atlanta University Laboratory School, Atlanta, Georgia",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944822017
"Bruce G.V.","56914034600;","Elementary school science reference and instructional materials",1935,"Science Education","19","1",,"25","29",,,"10.1002/sce.3730190110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944828892&doi=10.1002%2fsce.3730190110&partnerID=40&md5=7b3c4a2a2a6c02f7fd44821ae39e34e2","New Jersey State Teachers College, Newark, United States","Bruce, G.V., New Jersey State Teachers College, Newark, United States",[No abstract available],,,,"Bruce, G.V.; New Jersey State Teachers College, Newark, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944828892
"Applegarth L.W.","56914388200;","Methods of recording laboratory notes in high‐school chemistry",1935,"Science Education","19","3",,"107","112",,,"10.1002/sce.3730190305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818086&doi=10.1002%2fsce.3730190305&partnerID=40&md5=cab23d4c6fda18f33a7c40274f996acb","Whiting High School, Whiting, Indiana, United States","Applegarth, L.W., Whiting High School, Whiting, Indiana, United States",[No abstract available],,,,"Applegarth, L.W.; Whiting High School, Whiting, Indiana, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818086
"Wilson M.","56913569500;","Fourth‐grade unit on study of animals of the environment",1935,"Science Education","19","1",,"24","24",,,"10.1002/sce.3730190109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812339&doi=10.1002%2fsce.3730190109&partnerID=40&md5=aec0da42b3de6fab976b3eac0c778101","State Normal College, Chadron, Nebraska, United States","Wilson, M., State Normal College, Chadron, Nebraska, United States",[No abstract available],,,,"Wilson, M.; State Normal College, Chadron, Nebraska, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812339
"Bruce G.V.","56914034600;","Elementary school science reference and instructional materials",1935,"Science Education","19","2",,"76","78",,,"10.1002/sce.3730190209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944824407&doi=10.1002%2fsce.3730190209&partnerID=40&md5=58439edc49e62d5f9c206b8176db0b3e","New Jersey State Teachers College, Newark, United States","Bruce, G.V., New Jersey State Teachers College, Newark, United States",[No abstract available],,,,"Bruce, G.V.; New Jersey State Teachers College, Newark, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944824407
